ID_TRANSAZIONE,ID_CLIENTE,NOME,COGNOME,TELEFONO,EMAIL,INDIRIZZO_RESIDENZA,CITTA_RESIDENZA,NAZIONE_RESIDENZA,RISCHIO_NAZIONE_RESIDENZA,INDIRIZZO_IP,CITTA_LOCALIZZAZIONE,NAZIONE_LOCALIZZAZIONE,RISCHIO_NAZIONE_LOCALIZZAZIONE,N_CARTA_DI_CREDITO,IMPORTO_ORDINE,TIMESTAMP_ORDINE,PRODOTTO,QUANTITA,INDIRIZZO_SPEDIZIONE,CITTA_SPEDIZIONE,NAZIONE_SPEDIZIONE,RISCHIO_NAZIONE_SPEDIZIONE
9006,64,Jesse,Fitzpatrick,1240485691,peter28@hunt.com,"14826 Katherine Stream Apt. 529
Port Elizabethmouth, ME 37979",North Kristi,Tajikistan,False,119.183.255.156,Mariaborough,South Africa,True,1659257179,1641,2021-04-08 12:45:08,Future-proofed maximized pricing structure,27,"637 Gabriela Throughway
East Nicoleport, WA 95803",Andrewstad,Swaziland,True
9007,440,Lisa,Logan,1235882376,gordonjennifer@woods-marshall.com,"PSC 3350, Box 4078
APO AE 55804",East Joseview,Bangladesh,False,18.118.250.206,Port Erin,Republic Of Moldova,False,1415543659,1709,2020-01-28 12:18:13,Stand-alone non-volatile Internet solution,33,"199 White Key Suite 603
Lake Brandon, NE 41994",Claytonland,Sierra Leone,True
9008,86,Matthew,Stone,1875551919,hintonbreanna@hodges-brown.com,"5291 Thomas Crossroad Suite 507
Hughesbury, KY 65173",Angelaborough,Liechtenstein,False,222.215.160.130,Ashleychester,Egypt,False,1622576042,1916,2020-01-27 12:54:24,Open-source responsive groupware,20,"1021 Devin Ridge Suite 734
Hughesmouth, AL 73296",Stevenport,Cocos (Keeling) Islands,False
9009,15,Robert,Ortiz,1233962988,speterson@thomas.org,"24876 Sanders Views Suite 263
East Daniel, MN 34470",Alexisberg,United Kingdom,True,15.37.92.119,Jamesville,Gibraltar,False,1805637469,1881,2022-01-12 21:54:34,Grass-roots responsive product,29,"66610 Martin Plaza
North Thomas, AK 19510",Laurenfort,Portugal,False
9010,21,Jordan,Evans,1116371791,orichards@hotmail.com,"63370 Henry Parks
East Troy, HI 27872",Lake Davidfort,Austria,True,109.57.197.242,Stephenton,Falkland Islands,True,2045117818,316,2021-08-08 23:51:01,Function-based systematic orchestration,17,"992 Garcia Club
East Lisa, NH 36767",East Jamesland,Sweden,True
9011,307,Jason,Oconnell,1752601523,sandra33@gonzalez.com,"PSC 4909, Box 8798
APO AA 60321",Port Amy,Bahamas,False,31.187.7.54,West Thomasberg,Spain,True,1146205179,1163,2021-11-08 05:20:44,Enhanced impactful monitoring,15,"5351 Alexander Mills
Gonzalezfort, WV 47487",Morganbury,Cameroon,False
9012,277,Nicole,Lewis,1872518118,ggreene@kemp.biz,"42849 Angela Shoal
Ericachester, DE 83051",West Rebecca,Ethiopia,True,73.223.43.164,Adkinsmouth,Laos,True,1748690202,1463,2020-02-26 07:32:35,Down-sized national capacity,13,"665 Ortega Bridge Apt. 988
New Robertside, MS 02766",Thomastown,Turks And Caicos Islands,True
9013,45,Heather,Roberts,1429964951,jstevenson@gmail.com,"94672 Collier Lodge
Mariamouth, OR 14189",Cranebury,United States Minor Outlying Islands,True,152.15.11.41,Martinezbury,Mauritius,False,1500438689,1563,2020-02-09 11:33:51,Horizontal scalable model,15,"383 Coffey Stravenue
Port Kathryn, MD 39773",Alexandrastad,Dominica,False
9014,157,Tina,Macdonald,1367916875,mooneyamanda@gonzalez.info,"74192 Wilson Underpass
Mccartyton, AL 15322",Lake Jamesport,Kenya,True,185.200.102.35,Rachelport,Chad,False,1980709690,147,2022-01-31 03:40:06,Quality-focused global data-warehouse,5,"152 Johnson Harbors Apt. 106
South Nathanielbury, AK 70882",West Robert,Lebanon,True
9015,379,Melinda,Smith,1438912887,sheryl06@yahoo.com,"7984 Erin Field
Torresmouth, GA 19792",Port Justinland,Barbados,True,217.157.95.209,Adamsshire,Iceland,False,1510447201,112,2021-06-26 20:32:07,Multi-layered context-sensitive toolset,23,"1437 Gray Junctions Apt. 748
Cummingsport, NM 63299",Lake Edwardstad,Nauru,True
9016,282,Chris,Andrews,1958821518,crystalwarren@gmail.com,"58985 Jennifer Plain Apt. 772
Valdezhaven, MI 60636",New Caitlinborough,Saudi Arabia,False,182.2.190.221,West Michaelville,Luxembourg,True,1836176706,1964,2020-06-18 07:42:08,Fully-configurable scalable utilization,36,"823 Emily Ramp
South Alexland, DC 38797",West Dennis,Morocco,True
9017,307,Jason,Oconnell,1752601523,sandra33@gonzalez.com,"PSC 4909, Box 8798
APO AA 60321",Port Amy,Bahamas,False,87.82.8.99,Chelseaside,Portugal,False,1332214380,1848,2020-04-28 10:33:09,Cross-platform secondary support,35,"0570 Moore Ford
Ballfurt, LA 55970",Lake Amandamouth,Northern Mariana Islands,False
9018,419,Nicholas,Nelson,1316839934,hjohnson@gmail.com,"76583 Chris Circles Suite 894
Port Steven, ND 65089",Conwayburgh,Chile,False,89.88.208.137,Rachelborough,Palestinian Territory,True,1864272471,554,2021-06-07 04:33:20,Pre-emptive upward-trending project,36,"4695 Valencia Estate
East Erika, LA 57624",Gouldstad,Kazakstan,False
9019,217,Sandra,Kane,1525411627,trandenise@gmail.com,"1415 Austin Heights
New Terrichester, IA 48240",South Gilbert,Greenland,False,17.61.68.231,Josephmouth,Kyrgyzstan,False,1363424536,234,2021-05-11 08:14:05,Re-contextualized optimizing groupware,15,"1965 Barron Islands
Molinatown, MT 80014",Thomasberg,Republic Of Moldova,False
9020,171,Courtney,Bell,1792511171,garzawanda@yahoo.com,"66711 Morales Oval Suite 195
Zhangport, MS 90312",Port Kaitlynmouth,Cambodia,True,164.149.3.246,New Josephton,Spain,True,2070748779,605,2022-01-11 09:08:30,Pre-emptive empowering pricing structure,29,"USNS Watson
FPO AA 97855",Mooreburgh,East Timor,True
9021,114,Taylor,Gonzalez,1307382394,michelefields@hotmail.com,"45203 Powell Center Apt. 198
Lake Jenna, NC 05381",North Patricia,Mauritius,False,155.124.9.185,South Matthewchester,Republic Of Moldova,False,1587246731,1223,2022-03-02 02:45:32,Extended 3rdgeneration focus group,41,"6607 Walsh Landing
Davidside, WY 81176",New Dakotaborough,Colombia,True
9022,266,Christopher,Coleman,1687063392,matthew05@mason.com,"10462 Thompson Glen Apt. 391
South Rodney, MS 52210",Hernandezville,Syrian Arab Republic,True,220.34.128.139,New Cassandraville,Cuba,True,1927024619,817,2019-11-03 01:58:23,Multi-lateral asymmetric definition,28,"491 Pugh Club
South Aaronfort, PA 05644",Lake Robertchester,Romania,False
9023,292,Mary,Jones,1807941842,stephanieduke@gmail.com,"239 Richard Crest Apt. 737
Yolandaberg, MT 04327",Averyfort,Paraguay,True,24.175.56.5,Boydhaven,New Zealand,True,1196022633,1232,2021-03-05 07:46:25,Multi-lateral uniform methodology,39,"42560 Christina Courts
New Markview, NM 65773",Port Stephenhaven,Afghanistan,False
9024,280,Andrew,Campos,1725703616,nathan22@gmail.com,"547 Victor Falls Apt. 717
Lopezland, WI 85362",Lake Williamview,Cambodia,True,142.190.239.214,Valdezhaven,Bermuda,False,1509933942,1395,2019-12-27 10:33:42,Polarized radical hardware,16,"40982 Stefanie Cliffs
Johnmouth, UT 97142",Amyland,Japan,True
9025,490,Brian,Patterson,1389619151,terrisimon@hartman.com,"3822 Flores Isle
Elizabethshire, MN 07497",Lawrenceville,Puerto Rico,True,7.160.64.203,Garzaberg,Bermuda,False,1242715552,987,2020-11-28 06:04:45,Mandatory regional installation,26,"03903 Garcia Dale
Port Gregory, CA 38516",Bryantside,French Southern Territories,False
9026,99,Adam,Ware,1290578457,justinortiz@hotmail.com,"8342 Johnson Viaduct Suite 887
Lake Aaronstad, VT 59257",West Scottchester,Burundi,False,94.172.60.46,New Andrew,Singapore,False,1283654497,284,2021-12-17 22:06:05,Phased stable policy,7,"1472 Dean Walk
West Carolynburgh, KY 93205",Josephborough,Kyrgyzstan,False
9027,314,Michael,Morales,1629729713,lukemoses@yahoo.com,"821 Mckinney Radial
Barnettshire, NE 27819",Lake Patrickstad,Portugal,False,185.232.157.194,Jeanview,Niue,True,1128878969,1463,2020-05-28 07:11:10,Reduced foreground synergy,34,"6266 Matthews Shoals
North Allison, VA 61442",Heidimouth,Bhutan,True
9028,326,Angela,Bell,1666442860,brenda20@hotmail.com,"6623 Mcdaniel Estate
Yolandachester, NV 40886",Cherylfurt,Fiji,False,167.94.131.209,Sarahton,Niue,True,1582291635,1429,2020-08-28 12:58:41,Cross-platform upward-trending Graphic Interface,16,"983 Jesse Park Apt. 459
Lake Williamside, GA 30533",Jayberg,Liberia,False
9029,431,Kristina,Navarro,2007979488,ocruz@johnson.net,"0605 Brian Alley
Sherrifort, VA 84322",East Penny,Dominican Republic,False,135.225.9.17,Kennethport,French Guiana,True,1127390831,862,2020-08-19 08:16:34,Exclusive 24/7 alliance,14,"997 Johnson Center
Shaunshire, MA 72173",Port Brookeshire,Liechtenstein,False
9030,199,Cynthia,Jefferson,1733358923,williamsjody@johnson.com,"799 Charlene Crossing Apt. 057
New Jamesburgh, NV 76634",Kiddburgh,Belarus,True,97.244.205.114,North Victoriabury,Malta,True,1141518101,446,2021-07-06 22:31:45,Ameliorated full-range leverage,48,"596 Price Burg
Martinezhaven, WY 90223",Jeremyfort,Cote D'ivoire,False
9031,6,Karen,Jackson,1565774480,melaniehaynes@gmail.com,"67255 Long Ports
West Mariaside, WV 00950",Rowebury,Gambia,True,115.182.168.71,Weberchester,Saint Vincent And The Grenadines,False,1437841673,775,2020-07-10 02:21:43,Multi-tiered uniform product,13,"44170 Joel Court Apt. 661
Jeffreyshire, CA 13974",Currymouth,Seychelles,True
9032,54,Casey,Garner,2109298266,dellis@york.info,"11725 Stacy Pines
Wrightberg, ID 17921",Albertmouth,East Timor,True,202.26.135.88,Hensleyshire,Croatia,False,1196800317,404,2021-01-17 20:20:20,Upgradable real-time synergy,23,"367 Elaine Springs Apt. 560
Shelleyport, AZ 61289",South Ernest,Qatar,False
9033,147,Shirley,Byrd,1634491430,yhall@lucas-evans.com,"89708 Hernandez Harbor Suite 448
Port Latoyabury, AZ 47226",Schneidermouth,Vietnam,True,120.171.42.95,Lake Joseland,Federated States Of Micronesia,True,1409254891,1326,2020-06-05 02:50:23,Phased object-oriented software,12,"Unit 0248 Box 9153
DPO AA 36053",Rebeccatown,Trinidad And Tobago,False
9034,479,Brian,Brooks,1618395463,anthony07@hess.biz,"0050 Bennett Underpass
North Barbaramouth, MA 81220",Port Nicholas,Gambia,True,99.142.137.51,Hendersonton,Spain,True,1401410539,681,2022-01-14 19:20:34,Cross-platform hybrid access,11,"5133 Rice Lock Apt. 039
Fosterburgh, SD 63322",Johnsonville,Vietnam,True
9035,453,Nicole,Ramos,1910349653,kellergail@wilson.com,"8987 Glen Route Apt. 976
Josephborough, ME 40886",New Scottville,Bulgaria,False,82.16.38.183,East Kevin,Malta,True,1537702394,1963,2021-07-03 22:19:39,Reduced motivating open architecture,19,"5989 Scott Track
Greeneborough, WI 03591",Teresaborough,Bahrain,True
9036,491,Brandi,Huang,2041932245,jerome89@smith.com,"072 Pamela Light
East Heathershire, NH 87060",South Ashleyside,Haiti,False,157.177.67.193,New Megan,Burundi,False,2095768336,485,2021-01-24 01:24:19,Optimized interactive neural-net,44,"681 Lowery Points Apt. 262
Jerryside, NM 79914",South Desiree,Cocos (Keeling) Islands,False
9037,91,Dustin,Bailey,1337286022,lindapetty@gmail.com,"7015 Amy Estates Apt. 775
Michaelberg, RI 24078",Alanburgh,Azerbaijan,False,63.68.179.189,Smithhaven,Seychelles,True,1246631211,1777,2019-12-28 08:46:10,Versatile fault-tolerant array,15,"683 Tiffany Forges
West Felicia, MS 82443",Zacharyland,Antarctica,False
9038,8,Michael,Henson,1761738503,bsullivan@hotmail.com,"PSC 2512, Box 3472
APO AA 47595",Port Johnport,Turkey,False,169.117.80.148,Delacruzton,Nigeria,False,1774603425,33,2019-06-29 21:20:33,Intuitive attitude-oriented projection,16,"USCGC Hoover
FPO AP 21578",North Thomaschester,Mexico,True
9039,58,Gregory,Hernandez,1376939295,xwright@jones-hernandez.com,"0303 Rodgers Roads Apt. 713
Port Victoriafurt, OK 81721",North Stacyshire,Mauritania,False,137.189.146.74,New Kyliemouth,Cambodia,True,1463801073,641,2020-08-27 00:47:07,Optimized attitude-oriented solution,3,"2309 Warner Summit
Michaelchester, ME 53801",North Bradleyfurt,Monaco,True
9040,497,Ashley,Shepard,1518709657,emily44@adkins.com,"1413 Steele Rue
West Andreton, AK 40881",Lake Jacob,Ukraine,False,208.90.92.126,Williamberg,Libyan Arab Jamahiriya,False,1456816958,1236,2020-05-14 17:39:45,Fundamental motivating policy,25,"4084 Schmidt Plaza
Taylorland, IN 93680",West Brianfort,Norway,False
9041,277,Nicole,Lewis,1872518118,ggreene@kemp.biz,"42849 Angela Shoal
Ericachester, DE 83051",West Rebecca,Ethiopia,True,10.116.212.178,Thompsonmouth,Turkmenistan,True,1765358617,1527,2021-06-29 15:43:11,Public-key stable methodology,47,"66984 Michael Green Apt. 950
South Michael, CA 30965",Jonesstad,Antarctica,False
9042,333,Amy,Williams,1168040168,victoria76@hernandez-russell.com,"779 Nancy Island
West Stevenville, IA 72855",Martinezmouth,Romania,False,180.42.77.196,Jameshaven,Italy,True,1709240116,783,2021-01-19 09:37:26,Stand-alone 24/7 toolset,7,"Unit 1311 Box 1086
DPO AE 27524",New James,Puerto Rico,True
9043,363,Ebony,Yoder,1879085597,julietaylor@jordan-odonnell.net,"8492 Ryan Place Suite 020
Meganborough, DE 73114",West Markchester,Montserrat,True,181.206.199.244,Heatherberg,Indonesia,False,2031147317,1234,2021-07-21 18:49:39,Public-key optimal forecast,35,"64371 Diaz Locks
Heatherport, NM 38359",Higginschester,Somalia,False
9044,149,Robert,Williams,1874798124,sfrazier@sanchez-sanchez.info,"801 Heather Loaf Apt. 064
Whiteside, WV 38897",Davidhaven,Uganda,True,101.67.235.50,Lake William,Latvia,True,1747428150,431,2022-04-05 12:44:12,Triple-buffered context-sensitive workforce,47,"9672 Brian Circle Apt. 487
South Sandrastad, MA 11387",New Jeanette,Solomon Islands,False
9045,41,Chelsea,Henderson,1508608473,shelbyvelazquez@robertson.info,"66160 Young Estate Apt. 266
Janetberg, AL 47897",Clarkchester,Andorra,True,1.222.110.125,Melindaville,Indonesia,False,1219901534,316,2019-07-23 09:15:42,Horizontal regional extranet,38,"USNV Barker
FPO AP 54088",Port Victoriafurt,Cook Islands,True
9046,336,James,Sutton,1800046396,rsmith@yahoo.com,"429 Harrell Landing Suite 124
West James, WV 87012",Chelseafurt,Kosovo,True,182.41.190.137,Muellershire,Northern Mariana Islands,False,1214350934,413,2021-02-18 13:09:10,Object-based next generation hardware,3,"28726 Brown Rue Apt. 061
Lake Christinamouth, NY 63359",Lake Allisonmouth,Yemen,False
9047,245,David,Washington,1984427856,browntheodore@summers.com,"4383 Donna Ways
North Ericland, NH 62826",New Lindsey,Benin,True,153.97.207.254,North Sheila,Macedonia,False,1389801884,194,2020-05-08 22:58:02,Focused zero administration portal,40,"6438 Amanda Inlet
New Brianborough, IA 16156",New Tracy,Monaco,True
9048,68,Jessica,Brown,1989672758,daniel12@hotmail.com,"54294 Shari Ridges
Martinton, MD 01958",New Jeremyville,Seychelles,True,35.250.68.53,Nicolestad,Uganda,True,1455204027,768,2020-01-01 10:01:23,Re-engineered client-server collaboration,12,"666 Pratt Springs
East Leahburgh, CO 08812",Scottfort,Russian Federation,True
9049,462,Megan,Jackson,1871845715,rmoore@cochran.org,"Unit 6465 Box 8993
DPO AA 02217",East Jacobbury,Lebanon,True,199.178.143.243,East Ronaldbury,India,True,1213005160,765,2020-10-09 19:01:16,Function-based 6thgeneration migration,31,"1809 Smith Ports
Suzannefurt, DC 15454",Howardchester,Croatia,False
9050,253,Thomas,Maxwell,1137803547,lkramer@marshall.com,"1758 Stanton Trail Apt. 252
West Billyberg, IL 86341",Emilyland,Belize,False,179.17.242.79,Dayville,Macedonia,False,2007222409,1625,2021-01-19 09:20:09,Object-based fault-tolerant toolset,45,"8456 Lee Spurs
Danielleport, MT 81019",West Molly,Falkland Islands,True
9051,437,Paul,Rodriguez,1338563956,sullivanbryan@gmail.com,"200 Melissa Views Apt. 218
Burnettville, HI 52222",Patrickburgh,Ecuador,False,17.224.6.219,North Arianashire,Greenland,False,2081306173,590,2021-07-07 13:58:47,Configurable grid-enabled Local Area Network,30,"007 Sanders Lodge
Port Bradley, DC 35371",Port Robertstad,France,False
9052,458,Paula,Mcintyre,1131489084,christianmason@hotmail.com,"9799 Stevens Crossing Apt. 487
Wagnerport, NE 18349",Wardmouth,Wallis And Futuna,True,191.198.231.60,Wallacestad,Turks And Caicos Islands,True,1977226135,1754,2021-07-06 06:43:29,De-engineered background framework,26,"017 Margaret Summit Suite 714
Rodriguezborough, MT 35560",Matthewfort,Hungary,True
9053,71,Johnathan,Holt,1346100899,mckeecrystal@parker.com,"178 Kimberly Mews
South Gregorybury, ND 89185",Jessicaside,Panama,False,197.152.99.16,Bauerstad,Croatia,False,1476245472,56,2021-05-06 19:11:18,Upgradable web-enabled architecture,42,"67151 Smith Expressway Suite 233
Port Jillianburgh, NY 43809",Terrellport,Martinique,False
9054,309,Jared,Johnson,1438838921,ythompson@gmail.com,"5039 Wilkinson Canyon
Lake Tyler, DC 48094",Lake Jaredberg,Martinique,False,71.121.171.24,Port Brandy,Western Sahara,False,1871565183,1434,2020-11-04 18:31:27,Digitized interactive initiative,24,"Unit 9326 Box 8808
DPO AE 36604",Greeneview,British Virgin Islands,False
9055,461,Jean,Vazquez,1746443947,kimberly09@abbott-johnson.com,"PSC 4204, Box 2301
APO AA 19454",Robertsland,British Virgin Islands,False,36.118.192.246,Nicholsborough,The Republic of South Korea,True,1345691245,1179,2019-10-11 10:30:35,Vision-oriented optimal intranet,49,"377 Kristin Village Suite 445
Grantburgh, RI 16356",Nguyenburgh,Venezuela,True
9056,87,Stephen,Bryant,1295917893,lynn18@hotmail.com,"48576 Palmer Row
New Isabellabury, TN 24815",Port Michael,France,False,151.0.255.156,New Barbaraborough,Kosovo,True,1214934963,1561,2019-09-06 05:12:08,Configurable motivating instruction set,4,"26971 Coleman Valley Apt. 924
Lake Angelachester, UT 16017",Powerschester,Paraguay,True
9057,457,Brian,Waters,1805934310,david82@wells-smith.com,"8178 Claudia Spurs
Masseybury, AK 70890",Shepherdville,Panama,False,148.143.147.184,Edwardchester,Armenia,False,1229818624,1165,2019-06-07 23:37:24,Programmable analyzing open architecture,16,"3411 Martin Prairie
West Louis, RI 14883",Kellybury,Mayotte,False
9058,73,Michelle,Wolfe,1282227932,cheryl03@johnson-harris.biz,"6485 Kimberly Ranch
West Stevenbury, AL 50679",Millertown,Netherlands Antilles,False,193.203.209.125,Joannaport,Albania,True,1808563478,1550,2021-09-02 17:18:48,Proactive homogeneous encryption,7,"829 Myers Mountain
Lake Leah, VT 32228",North Donna,Netherlands Antilles,False
9059,366,Aaron,Sanford,1349746283,robinsonsamuel@gmail.com,"99762 Berry Pine
Edwardston, NY 47437",Katieberg,Togo,False,173.130.87.110,Knoxbury,Togo,False,1307855628,351,2019-10-31 00:36:04,Open-source 24/7 superstructure,41,"888 Elizabeth Parks
Jenniferhaven, NY 57030",Alexanderside,Netherlands,False
9060,406,Stephanie,Morse,1861524927,joshuaburke@gonzalez.com,"321 Velez Knoll
North Chad, MA 39156",Hunterfurt,Portugal,False,216.106.39.126,Lake Nathanielview,Tuvalu,True,1699095228,1558,2020-05-25 04:24:41,Seamless empowering pricing structure,27,"0378 Rodriguez Island Suite 607
Port Ronald, GA 76604",Caseyhaven,Benin,True
9061,349,Marc,Henry,1558146312,dkeith@williams-davidson.com,"175 Mitchell Extensions Apt. 914
New Kathleen, CT 81099",Burchport,Iraq,True,120.127.24.34,Williamhaven,Nepal,False,1449134721,1807,2022-01-21 04:45:17,Cross-group foreground framework,15,"083 Tate Forks Apt. 821
Mcneiltown, RI 07665",Rodgersside,Oman,False
9062,253,Thomas,Maxwell,1137803547,lkramer@marshall.com,"1758 Stanton Trail Apt. 252
West Billyberg, IL 86341",Emilyland,Belize,False,103.105.128.123,Michaelshire,Zambia,True,1144201871,1605,2019-12-25 02:23:21,Virtual tangible access,28,"37421 Walker Brooks
Parkermouth, KY 55868",Lake Juliemouth,Denmark,False
9063,37,Jennifer,Pittman,1175340574,sherri41@orr.net,"704 Brown Rapid Suite 350
Gardnertown, CO 13449",South Donnaberg,Georgia,False,28.207.3.157,Port Misty,Haiti,False,1544653952,772,2021-05-26 06:36:48,Right-sized value-added task-force,6,"299 Ortiz Forest
Reevesville, IA 68583",Port Patricia,French Guiana,True
9064,310,Jose,Peters,1619408322,bmorgan@gmail.com,"235 Hart Mills Suite 373
North Dylanfurt, AR 00714",South Hannahtown,Gibraltar,False,160.2.4.253,Matthewfurt,Iran,True,1421839212,1778,2020-08-16 04:11:31,Universal local productivity,45,"9145 Martinez Crossroad
New Kimberly, OK 58430",South Larryfort,Madagascar,False
9065,368,Scott,Wilson,1729670252,sheltonbradley@brown.info,"539 Joe Orchard Suite 597
Mortonside, MO 32994",South Erinburgh,Bermuda,False,190.194.234.13,West Shawna,Jordan,False,1712089699,1398,2020-06-28 21:13:46,Public-key 3rdgeneration Internet solution,9,"63772 Mccann Burg Suite 519
Leeside, CO 61234",Elizabethmouth,New Zealand,True
9066,236,Matthew,Sims,2029139721,dscott@yahoo.com,"82129 Ray Summit
Lake Erikmouth, KY 04657",East Alexandermouth,Marshall Islands,True,134.108.228.165,North Wyattchester,Ukraine,False,1173657946,135,2022-05-11 18:11:17,Multi-lateral real-time synergy,38,"0003 Atkins Drive Apt. 840
North James, NC 73320",Georgechester,Panama,False
